M7170087,台州石梁哈啤小麦王500-202（1601）,453574
M7170090,台州石梁百威哈冰爽500-202（1602）,985726
M7170105,台州石梁百威哈冰爽500-202（1602）,3681496
M7170106,台州石梁哈啤小麦王500-202（1601）,1459528
M7170086,宁波百威哈冰爽500-202（1601）,3594360
M7170107,宁波百威哈冰爽500-202（1601）,168826
M7170103,IAP易（大）-漳州工厂（1601）,2996856
M7170104,宁波大梁山8度清爽500ml（1701）,501032
M7170089,青岛啤酒三得利冰度500ml（1703）,1205874
M7170088,松江青啤山水优质金罐500ml（1605）新标注,306532
M7170121,松江青啤经典500ml（1701）啤酒节促销,606840
M7170122,松江青啤淡爽500ml（1605）糖浆8.0,507067
M7170098,烟台青啤崂山啤酒500ml（1701）河北有奖罐5,1977287
M7170108,烟台青啤崂山啤酒500ml（1701）河北有奖罐,1990513
M7170117,烟台青啤崂山啤酒500ml（1701）河北有奖罐,1990121
M7170118,烟台青啤喝伙人联盟500ml（球场10字版）,2007629
M7170129,烟台青啤崂山啤酒500ml（1701）河北有奖罐,2847091
M7170043,杭州青啤崂山金指环促销SC版500-202（1701）,5920000
M7170099,杭州青啤10P500优质第3季海上啤酒节（1701）,611897
M7170110,杭州青啤崂山金指环促销SC版500-202（1701）,1016457
M7170123,杭州青啤崂山金指环促销SC版500-202（1701）,2165174
M7170114,青岛啤酒三得利超纯500ml-202(1602),2975850
M7170091,锐澳强爽卡曼橘500ml（1701）,296029
M7170092,锐澳强爽柠檬500ml（1701）,298752
M7170094,锐澳微醺柠檬500ml（1701）,274950
M7170093,锐澳微醺白桃500ml（1701）,404949
M7170095,锐澳微醺西柚500ml（1701）,304587
M7170096,锐澳微醺葡萄500ml（1701）,408450
M7170100,余杭华润8度超爽促销500ML 1601,8932607
M7170109,余杭华润8度丛林迷彩500ml (1501) 202,495586
M7170120,余杭华润8度勇闯天涯500ml(1503)202,1997904
M7170101,余杭华润8度超爽500ML 1601,2536280
M7170126,余杭华润8度清爽500ml (1502) 202,1984438
M7170127,余杭华润8度超爽500ML 1601,805619
M7170128,余杭华润8度勇闯天涯500ml(1503)202,1002064
M7170102,萧山华润8度超爽500ML 1601,201502
M7170115,萧山华润8度纯生500ml (1601) 202,2231304
M7170116,萧山华润11.5度脸谱500ml (1601) 202,502076
M7170111,湖州特思拉雪马啤酒500-202（1701）,499426
M7170112,湖州特思拉冰马啤酒500-202（1701）,493140
M7170113,湖州特思拉林肯啤酒500-202（1701）,479248
M7170124,湖州特思拉林肯一月鲜啤酒500-202（1701）,299530
M7170125,长沙陆虎啤酒500-202（1701）,289805
C7170043,宁波百威红石梁7度330-202（1601）,1004787
C7170042,宁波百威冰畅8度330-202（1601）,656632
C7170040,台州石梁百威冰爽9度330-202(1601),705644
C7170047,余杭华润8度淡爽 330ml (1502) 202,2020466
C7170045,浙江太古雪碧王者荣耀（赵云）330ml（1704）,2419580
C7170046,烟台青啤330ml胜地美景罐1704,522427
