M7170076,烟台青啤喝伙人联盟500ml（球场10字版）,1033573
M7170064,烟台青啤醉美500ml风光罐（1601）,503566
M7170025,台州石梁百威普通版新版-500ml（1602）,404171
M7170044,台州石梁百威哈冰爽500-202（1602）,3320893
M7170084,台州石梁百威普通版新版-500ml（1602）,892755
M7170045,宁波百威哈冰爽500-202（1601）,352434
M7170059,IAP易（大）-漳州工厂（1601）,1121876
M7170062,IAP易（大）-漳州工厂（1601）,334151
M7170081,IAP易（大）-漳州工厂（1601）,1049133
M7170056,锐澳微醺柠檬500ml（1701）,400092
M7170055,锐澳微醺西柚500ml（1701）,417397
M7170057,锐澳微醺白桃500ml（1701）,595948
M7170058,锐澳微醺葡萄500ml（1701）,570663
M7170073,台州石梁百威哈冰爽500-202（1602）,1517100
M7170063,2片罐加多宝促销1701-202北铁杭合绍版,7254704
M7170065,加多宝2片罐美国华隆（1505）202杭州版,541099
M7170067,加多宝2片罐喜宝（1505）202杭州版,322870
C7170025,2片罐加多宝 1607-202 北铁杭合绍版,12687305
C7170024,加多宝2片罐国际版（1505）杭州版,999730
C7170031,2片罐加多宝促销1701-202北铁杭合绍版,4056492
M7170066,2片罐加多宝泰国版（1601）杭州版,238600
M7170068,杭州青啤崂山清爽330ml-202(1501),509979
M7170069,杭州青啤醉美山水330-202（1301）,243514
C7170032,烟台青啤喝伙人联盟330ml（上场10字版）,989227
C7170038,烟台青啤合伙人联盟330ml（上场10字版）,1008677
M7170070,台州石梁百威冰爽9度330-202(1601),659744
M7170071,台州石梁百威小麦王330-202（1601）,308088
C7170030,台州石梁百威冰畅330-202（1602）,192555
M7170072,宁波百威红石梁7度330-202（1601）,305176
C7170027,浙江太古可乐常规版330ml（1701）,2976239
C7170028,浙江太古雪碧常规版330ml（1608）,991730
C7170029,江苏太古可乐常规版330ml(1701),2001405
C7170035,萧山华润8度纯生330ml (1601) 202,2539975
C7170036,余杭华润8度淡爽 330ml (1502) 202,625512
C7170037,余杭华润8度清爽330ml (1502) 202,3011838
