M7170258,青岛啤酒三得利超纯500ml-202(1602),3911006
M7170289,青岛啤酒三得利超纯500ml-202(1602),1017624
M7170254,松江青啤经典500ml（1605）新标注,495586
M7170255,松江青啤淡爽500ml（1605）糖浆8.0,398725
M7170290,松江青啤中超绿冰醇500ml（1708）,660911
M7170294,松江青啤经典500ml（1605）新标注,504143
M7170261,杭州青啤中超崂山500ml金指环罐1707,5034438
M7170279,杭州青啤山水啤酒醉美黄山SC版500ml-202（1701）,494029
M7170288,杭州青啤中超崂山500ml金指环罐1707,2143979
M7170295,杭州青啤500ml9P 崂山赋码罐1705,512702
M7170296,杭州青啤10P500优质第3季海上啤酒节（1701）,1688260
M7170298,杭州青啤中超崂山500ml金指环罐1707,1002453
M7170309,杭州青啤中超崂山500ml金指环罐1707,1001286
M7170268,烟台青啤崂山500ml辽宁有奖罐1706,978335
M7170267,烟台青啤崂山500ml河北有奖罐1706,2006073
M7170269,烟台青啤崂山500ml中超喝伙人1706（攻无不克）,1019180
M7170278,烟台青啤500ml崂山清爽1708,2948231
M7170287,烟台青啤崂山500ml辽宁有奖罐1706,3040424
M7170293,烟台青啤500ml崂山清爽1708,2000238
M7170286,青啤四厂址崂山500ml中超喝伙人1708（战无不胜）,352823
M7170260,台州石梁百威普通版新版-500ml（1602）,508812
M7170262,台州石梁哈啤小麦王500-202（1601）,946826
M7170281,台州石梁百威哈冰爽500-202（1602）,3989195
M7170299,台州石梁哈啤小麦王500-202（1601）,899359
M7170300,台州石梁百威哈冰爽500-202（1602）,1305706
M7170308,台州石梁百威普通版新版-500ml（1602）,998952
M7170271,宁波百威哈冰爽500-202（1601）,2335945
M7170291,宁波百威哈冰爽500-202（1601）,5462338
M7170273,余杭华润8度清爽500ml (1502) 202,1987790
M7170276,余杭华润8度超爽促销500ml 1701,5142964
M7170277,余杭华润8度超爽促销500ML 1601,495586
M7170282,余杭华润8度超爽500ML 1601,1533827
M7170297,余杭华润8度超爽促销500ml 1701,4489449
M7170306,余杭华润8度超爽500ML 1601,1334270
M7170307,余杭华润8度勇闯天涯500ml(1503)202,1982344
M7170311,余杭华润8度清爽500ml (1502) 202,1005954
M7170272,萧山华润9度金威纯香500ML(1701),599060
M7170280,萧山华润9.5度冰八500ML1701,1964450
M7170283,萧山华润11.5度脸谱500ml (1601) 202,492863
M7170305,萧山华润8度超爽500ML 1601,664412
M7170310,萧山华润8度纯生500ml (1601) 202,979502
M7170263,锐澳微醺白桃500ml（1702）,479248
M7170264,锐澳微醺柠檬500ml（1702）,495586
M7170265,锐澳微醺葡萄500ml（1702）,492085
M7170266,锐澳微醺西柚500ml（1702）,306875
M7170274,湖州特思拉林肯啤酒500-202（1701）,488444
M7170275,湖州特思拉纯色海菊黑啤酒500-202（1701）,295640
M7170301,惠州嘉士伯-10.8度绿嘉罐202/500ml(1601),498698
M7170302,惠州嘉士伯-8度乐堡（飙高音搓一顿感情“真”）202/500ml(1701),289227
M7170304,惠州嘉士伯-8度特醇嘉士伯啤酒（携手利物浦）202/500ml(1701),502977
M7170292,500ml样品罐（202）,42556
C7170110,台州石梁百威小麦王330-202（1601）,302253
C7170111,台州石梁百威冰畅330-202（1602）,289027
C7170112,宁波百威冰畅8度330-202（1601）,751548
C7170113,宁波百威红石梁7度330-202（1601）,204225
C7170109,2片罐加多宝 1607-202 北铁杭合绍版,5438220
C717R017,锐澳强爽柠檬500ml（1702）,-46
C717R019,余杭华润8度勇闯天涯500ml(1503)202,-300
