C7170145,2片罐加多宝1709-202北铁杭合绍版,17551680
C7170146,2片罐加多宝1709-202北铁杭合绍版,28008200
C7170147,台州百威双鹿冰醇330ml（1712）,354379
C7170148,台州百威双鹿至尊330ml（1712）,358269
C7170149,台州石梁百威冰爽9度330-202(1601),463299
C7170150,萧山华润8度纯生330ml (1601) 202,694365
C7170137,余杭华润8度清爽330ml (1502) 202,1106127
C7170151,松江青啤冰纯330ml（1711）,993194
C7170152,浙江太古可乐常规版330ml（1706）,4978422
C7170153,浙江太古雪碧常规版330ml（16版改SC）,4687839
C7170154,江苏太古可乐常规版330ml（1706）,3004923
C7170155,台州百威雁荡山醇麦330ml（1712）,784224
C7170156,台州百威雁荡山冰纯330ml（1712）,498309
C7170157,宁波百威哈冰畅330ml(1706),496364
M7170364,烟台青啤辽宁500ml金球崂山罐1712,3963781
M7170371,萧山华润9度金威金麦王500ML（1701）,495586
M7170369,烟台青啤吉林500ml金球崂山罐1712,3981804
M7170372,烟台青啤河北500ml金条崂山罐1711,3040813
M7170374,昆明华狮-8度大理V8支付宝版202/500ml(1701),1439500
M7170373,昆明华狮-8度大理V6啤酒202/500ml(1601),178072
M7170365,500ml样品罐（202）,176606
M7170366,萧山华润9度金威金麦王500ML（1701）,1401567
M7170370,杭州青啤崂山金球促销版500ml（1712）,2128997
