C7170114,2片罐加多宝 1607-202 北铁杭合绍版,40733357
C7170115,2片罐加多宝 1607-202 北铁杭合绍版,1174780
C7170116,2片罐加多宝 1607-202 北铁杭合绍版,10495220
C7170131,2片罐加多宝 1607-202 北铁杭合绍版,2455368
C7170127,加多宝2片罐美国WINLUCK（1505）202杭州版,319758
C7170126,加多宝2片罐美国华隆（1505）202杭州版,536240
C7170128,加多宝2片罐美国老董（1505）202杭州版,546545
C7170129,加多宝2片罐加拿大长青（1505）杭州版,548101
C7170130,加多宝2片罐美国大富（1505）杭州版,320147
C7170122,江苏太古雪碧常规版330ml（1701）,1996348
C7170120,江苏太古可乐北极熊（两只熊）330ml（1709）,2054609
C7170123,浙江太古雪碧常规版330ml（16版改SC）,3039996
C7170119,浙江太古可乐北极熊（三只熊）330ml（1709）,2981685
C7170124,宁波百威哈冰畅330ml(1706),854244
C7170125,宁波百威红石梁7度330-202（1601）,184775
C7170117,台州石梁百威冰爽9度330-202(1601),380831
M7170314,杭州青啤中超崂山500ml金指环罐1707,1825131
M7170317,烟台青啤崂山500ml中超喝伙人1706（攻无不克）,1468864
M7170316,烟台青啤崂山500ml河北有奖罐1706,979502
M7170320,烟台青啤崂山500ml吉林有奖罐1706,500643
M7170313,500ml样品罐（202）,217451
M7170319,余杭华润8度超爽促销500ml 1701,4416706
M7170321,余杭华润8度超爽促销500ml 1701,1985267
M7170327,余杭华润8度勇闯天涯500ml(1503)202,762440
M7170323,萧山华润11.5度脸谱500ml (1601) 202,515730
M7170315,台州石梁百威普通版新版-500ml（1602）,2482987
M7170312,台州石梁百威哈冰爽500-202（1602）,3418532
M7170328,惠州嘉士伯1664白啤202/500ml,165714
