M7170322,杭州青啤500ml9P 崂山赋码罐1705,362497
M7170335,杭州青啤500ml9P 崂山赋码罐1705,494030
M7170331,烟台青啤崂山500ml中超喝伙人1706（攻无不克）,2961457
M7170333,烟台青啤崂山500ml河北有奖罐1706,1260360
M7170334,松江青啤亚冠绿冰醇500ml（1708）,395613
M7170325,余杭华润8度清爽500ml (1502) 202,1008677
M7170329,余杭华润8度勇闯天涯500ml(1503)202,629590
M7170326,余杭华润8度超爽500ML 1601,1029294
M7170330,余杭华润8度超爽促销500ml 1701,7600282
M7170339,余杭华润8度超爽壹圆促销500ML（1701）,2011904
M7170324,萧山华润9度金威纯香500ML(1701),405727
M7170336,台州石梁百威普通版新版-500ml（1602）,1633214
M7170338,台州石梁百威哈冰爽500-202（1602）,1207456
M7170337,台州石梁哈啤小麦王500-202（1601）,730542
M7170340,锐澳微醺白桃500ml（1702）,178116
M7170341,锐澳微醺西柚500ml（1702）,144708
M7170342,2片罐加多宝1709-202北铁杭合绍版,13124860
C717R021,2片罐加多宝1607-202北铁杭合绍版,7780
